Id,age,gender,ind-debateclub,ind-degree,ind-entrepeneur_exp,ind-exact_study,ind-international_exp,ind-languages,ind-previous_exp,ind-programming_exp,ind-testresult,ind-university_grade,nationality,sport,decision
x3931c,29,male,True,phd,True,False,True,2,3,False,43,66,Dutch,Swimming,True
x4535f,27,male,False,master,False,False,True,2,3,False,28,61,Dutch,Golf,False
x7816b,28,male,False,bachelor,False,False,False,2,3,False,25,50,Dutch,Rugby,True
x2918d,27,male,False,master,False,False,False,1,3,False,31,65,Dutch,Rugby,False
x9895b,26,female,False,bachelor,False,True,True,0,3,False,33,60,Dutch,Chess,False
x1710e,24,male,False,bachelor,True,False,False,1,3,False,33,58,Dutch,Rugby,False
x5186a,28,male,True,bachelor,False,False,False,2,3,False,22,53,Dutch,Football,True
x8340c,29,male,True,bachelor,False,False,False,2,3,False,18,51,Dutch,Rugby,True
x4105e,26,female,False,bachelor,False,True,False,1,3,False,22,63,Dutch,Running,False
x4330e,21,female,False,bachelor,False,True,False,2,3,False,38,71,Dutch,Cricket,True
x9868a,29,female,False,master,False,False,True,0,3,False,23,58,Dutch,Rugby,False
x8194e,27,female,False,bachelor,False,False,False,2,3,False,19,61,Dutch,Swimming,False
x2550f,25,male,True,master,True,False,True,2,3,False,28,53,Dutch,Rugby,True
x2242c,28,female,True,phd,True,True,True,2,3,True,49,75,Dutch,Swimming,True
x4619e,25,male,False,phd,False,False,True,1,3,False,27,55,Dutch,Rugby,False
x9677c,26,female,False,master,False,True,False,2,3,True,40,72,Dutch,Football,True
x4331g,27,male,False,bachelor,True,False,False,2,3,False,31,62,German,Swimming,False
x5993b,25,male,False,bachelor,False,False,False,1,3,False,29,60,Dutch,Swimming,False
x6483d,28,male,False,phd,False,False,True,1,3,False,33,57,Dutch,Swimming,False
x7108e,27,male,False,bachelor,False,True,False,2,3,False,28,60,Dutch,Football,False
x7200c,26,male,False,master,True,False,True,2,3,False,30,59,Dutch,Rugby,True
x8067g,27,male,True,master,True,False,False,3,3,False,28,54,Dutch,Rugby,True
x2399a,26,male,False,bachelor,False,False,False,2,3,False,25,58,Dutch,Football,False
x6995g,24,male,False,master,False,False,False,2,3,False,30,52,Dutch,Rugby,False
x6886a,22,female,False,bachelor,False,False,False,1,3,False,30,62,Dutch,Cricket,False
x3652e,30,other,False,master,False,True,False,0,3,True,28,65,Dutch,Rugby,False
x1462e,29,male,False,master,False,False,False,0,3,False,23,62,Dutch,Golf,False
x9008e,32,male,False,master,False,False,True,1,3,True,29,67,Dutch,Golf,False
x1394c,24,female,False,bachelor,False,False,False,0,3,False,28,57,Dutch,Swimming,False
x7186f,21,male,False,bachelor,False,False,False,1,3,False,29,59,Belgian,Football,False
x8172d,32,other,False,bachelor,False,False,True,1,3,False,33,56,Dutch,Rugby,False
x4181d,30,male,False,master,False,False,True,0,3,False,30,57,Dutch,Golf,False
x3266e,29,male,False,bachelor,False,False,False,1,3,True,31,63,Dutch,Swimming,False
x7062e,24,female,True,bachelor,True,False,False,2,3,False,31,55,Dutch,Football,True
x9391f,27,female,True,bachelor,False,True,False,2,3,True,38,64,Dutch,Football,False
x1924e,29,male,False,bachelor,True,False,False,2,3,False,29,53,Dutch,Rugby,True
x7906g,25,male,False,master,False,False,False,2,3,False,31,63,Dutch,Tennis,False
x9083g,27,male,False,bachelor,False,True,True,0,3,False,24,62,German,Football,False
x1869f,25,female,False,bachelor,True,False,False,2,3,False,24,59,German,Tennis,False
x6992d,26,male,True,bachelor,True,False,False,3,3,False,24,53,Dutch,Rugby,True
x7480c,31,male,False,bachelor,False,True,True,0,3,False,27,61,Dutch,Cricket,False
x2674d,23,male,False,master,False,True,False,0,3,False,31,65,Dutch,Running,False
x6914f,31,male,False,master,False,False,True,1,3,False,29,58,Belgian,Rugby,False
x6734b,26,male,False,master,True,False,True,2,3,False,35,66,Belgian,Swimming,False
x8613d,23,female,False,master,False,True,False,1,3,True,36,73,Dutch,Chess,False
x6846e,23,male,False,bachelor,False,True,False,1,3,False,33,63,Dutch,Football,False
x3273e,26,male,True,master,True,False,False,2,3,False,32,65,Dutch,Rugby,True
x9728g,30,male,False,master,False,False,True,1,3,False,20,61,Dutch,Rugby,False
x8584g,21,female,False,bachelor,False,True,False,1,3,False,27,64,Dutch,Chess,False
x6121e,28,male,False,bachelor,False,False,False,2,3,False,25,53,Dutch,Rugby,True
x6876e,26,female,False,bachelor,False,False,False,1,3,False,21,55,German,Tennis,False
x9233b,28,male,False,bachelor,True,True,False,2,3,True,36,67,Dutch,Cricket,True
x5745e,25,female,False,bachelor,True,True,False,2,3,True,50,66,Dutch,Swimming,False
x6001c,26,male,False,bachelor,False,False,True,0,3,False,33,54,Dutch,Golf,False
x7152c,29,male,True,bachelor,True,True,False,3,3,False,30,64,Dutch,Football,True
x2617b,27,female,False,bachelor,False,False,False,1,3,False,37,61,Dutch,Golf,False
x1979g,21,male,False,master,False,True,False,1,3,False,32,64,Dutch,Golf,False
x4370g,30,male,False,bachelor,False,False,False,2,3,False,39,62,Belgian,Football,True
x4444c,21,female,False,bachelor,False,True,False,1,3,True,31,70,Dutch,Running,False
x5841c,24,female,False,master,False,True,False,1,3,False,32,69,Dutch,Swimming,False
x8490d,28,male,True,bachelor,False,False,False,2,3,False,28,60,Belgian,Running,False
x3315g,24,female,False,phd,False,True,False,0,3,True,35,70,Dutch,Chess,False
x3033a,30,male,False,master,False,True,False,0,3,True,33,66,Dutch,Cricket,False
x4995f,29,male,True,bachelor,True,False,False,2,3,False,32,64,Dutch,Swimming,True
x4855b,28,male,True,master,True,False,True,3,3,False,29,54,Belgian,Rugby,True
x6594f,27,female,False,bachelor,False,False,False,1,3,False,34,58,Dutch,Golf,False
x1580b,28,male,True,bachelor,True,False,False,3,3,False,32,55,Dutch,Football,True
x5344d,27,male,False,bachelor,True,True,False,2,3,False,25,66,Dutch,Football,False
x3255c,30,male,True,master,True,False,False,3,3,False,16,59,Dutch,Rugby,True
x9050a,25,male,True,bachelor,False,True,False,2,3,True,40,72,Dutch,Golf,False
x6388b,26,male,False,bachelor,False,True,False,2,3,False,26,66,Dutch,Football,False
x3582c,28,male,True,bachelor,True,False,False,3,3,False,29,61,Dutch,Football,True
x7980b,29,male,False,master,False,False,False,1,3,False,26,64,Dutch,Cricket,False
x8756b,28,female,False,bachelor,False,True,False,1,3,False,21,61,Dutch,Golf,False
x2489d,24,female,False,master,False,True,False,0,3,True,37,69,Dutch,Swimming,False
x4239e,22,female,False,master,True,True,False,2,3,True,41,76,Dutch,Tennis,True
x6875g,29,male,True,master,True,False,True,3,3,False,25,56,Dutch,Rugby,True
x4313b,29,male,False,bachelor,False,False,True,1,3,False,14,55,Dutch,Rugby,False
x2224f,27,male,False,bachelor,False,True,False,1,3,False,27,60,Belgian,Rugby,False
x3376a,30,male,False,master,False,False,True,0,3,False,43,63,Dutch,Rugby,False
x2502a,29,male,False,master,False,True,True,1,3,False,24,64,Dutch,Golf,False
x3265e,26,male,True,master,True,False,False,3,3,False,27,54,Belgian,Rugby,True
x1806e,28,male,True,bachelor,True,False,False,2,3,False,24,49,Dutch,Rugby,False
x7998a,28,male,False,master,False,True,False,2,3,True,37,70,Dutch,Football,True
x3418a,21,male,False,bachelor,False,True,False,2,3,False,32,63,Dutch,Tennis,False
x4173c,25,male,True,master,True,False,True,2,3,False,28,66,Belgian,Rugby,True
x7327d,26,male,True,master,True,True,False,2,3,True,41,72,Dutch,Football,True
x5216g,29,female,False,master,False,True,True,1,3,True,31,64,Dutch,Golf,False
x3581d,24,female,False,bachelor,True,True,False,2,3,True,30,62,Dutch,Cricket,False
x4125c,24,female,False,master,False,True,True,1,3,True,30,70,Belgian,Chess,False
x2987f,26,female,False,master,False,True,False,1,3,False,30,66,German,Running,False
x2760b,29,male,True,master,True,False,True,3,3,False,25,59,Dutch,Rugby,True
x3299d,27,male,True,bachelor,True,False,False,2,3,False,14,50,Dutch,Football,True
x9573d,21,male,False,bachelor,False,True,False,1,3,True,42,68,Belgian,Running,False
x6968g,32,female,False,master,False,False,False,2,3,False,21,57,Dutch,Cricket,True
x9162a,25,female,False,bachelor,False,True,False,2,3,False,22,61,Dutch,Chess,False
x4132g,21,male,False,bachelor,False,True,False,1,3,True,42,71,Belgian,Tennis,False
x5547c,26,female,False,master,False,True,False,0,3,True,33,70,Dutch,Swimming,False
x9612f,26,female,False,master,False,True,False,1,3,True,33,73,Dutch,Running,False
x3744a,22,male,False,bachelor,False,True,False,2,3,True,37,65,Dutch,Tennis,True
x8019g,28,male,False,bachelor,False,False,False,1,3,False,38,63,Dutch,Golf,False
x3143f,21,female,False,master,False,True,False,0,3,False,39,61,Dutch,Swimming,False
x2790e,30,male,False,bachelor,False,False,False,2,3,False,30,55,Dutch,Football,True
x7176a,30,female,True,master,False,False,False,2,3,False,25,55,Dutch,Swimming,True
x9457g,23,female,False,master,False,True,False,0,3,True,45,70,Belgian,Swimming,False
x9151d,24,female,False,bachelor,False,True,False,1,3,False,28,63,Dutch,Tennis,False
x2253g,24,male,True,bachelor,True,True,False,2,3,False,38,69,Dutch,Tennis,False
x9270g,24,male,False,bachelor,True,False,False,2,3,False,28,55,Dutch,Rugby,True
x3314d,21,other,False,bachelor,False,True,False,2,3,False,39,65,Dutch,Swimming,True
x9014d,28,female,False,master,False,True,True,1,3,True,42,70,German,Chess,False
x2408b,26,male,False,master,False,False,False,0,3,False,32,64,Belgian,Cricket,False
x9342e,23,female,False,bachelor,False,False,False,1,3,False,24,56,Dutch,Tennis,False
x6415b,26,other,False,bachelor,False,False,False,1,3,False,30,57,Dutch,Tennis,False
x5835g,21,female,False,master,True,True,False,2,3,True,31,69,Dutch,Tennis,True
x4278e,25,female,False,bachelor,True,False,False,2,3,True,43,66,Dutch,Running,True
x2480d,23,female,True,master,False,True,False,1,3,True,35,69,Dutch,Swimming,False
x2041b,27,male,True,master,False,False,False,2,3,False,24,53,Dutch,Football,True
x6901f,30,male,True,master,False,False,False,2,3,False,30,59,Dutch,Football,True
x1161c,30,other,False,bachelor,False,False,False,0,3,True,25,64,Dutch,Golf,False
x5487b,29,male,False,master,False,False,True,0,3,False,23,57,Dutch,Rugby,False
x9554a,30,male,False,master,False,True,True,1,3,False,39,67,Dutch,Football,False
x9979b,30,male,False,bachelor,True,False,False,2,3,False,22,51,Dutch,Football,False
x6263a,26,male,False,master,False,True,True,1,3,True,29,70,German,Cricket,False
x1943a,25,female,True,bachelor,False,True,False,2,3,True,36,67,German,Running,False
x9700a,24,male,False,bachelor,True,False,False,2,3,False,24,57,Dutch,Rugby,False
x8460f,32,male,False,master,False,True,True,1,3,False,37,68,Dutch,Cricket,False
x9230c,30,male,False,master,False,False,False,1,3,False,33,57,Dutch,Football,False
x6619g,25,male,False,master,False,True,False,0,3,True,29,66,German,Running,False
x9334g,24,male,True,bachelor,True,False,False,2,3,False,20,56,Dutch,Rugby,True
x6556d,21,female,False,master,False,True,False,2,3,True,45,75,Dutch,Chess,True
x3153d,30,male,False,master,False,False,False,2,3,False,25,54,Dutch,Football,True
x6719d,22,male,False,master,False,True,False,2,3,True,23,69,German,Tennis,False
x8627a,25,female,False,master,False,True,False,1,3,True,39,66,Dutch,Swimming,False
x4789g,24,male,True,bachelor,False,False,False,2,3,True,34,63,Dutch,Cricket,False
x5878g,28,male,True,bachelor,True,False,False,3,3,False,32,60,Belgian,Football,True
x4456e,28,male,False,phd,True,False,True,2,3,False,43,65,German,Football,True
x3701f,26,female,False,bachelor,False,True,False,1,3,True,30,67,Dutch,Tennis,False
x9477e,22,female,False,bachelor,False,True,False,0,3,True,36,64,Dutch,Running,False
x9103c,29,female,False,bachelor,False,False,False,0,3,False,28,56,Dutch,Football,False
x3397a,22,male,True,bachelor,False,False,False,2,3,True,31,60,Dutch,Tennis,False
x2208e,26,female,True,master,False,False,True,2,3,False,39,63,Dutch,Football,True
x4461a,26,female,True,master,True,False,True,2,3,False,30,56,Dutch,Swimming,True
x3623f,26,female,False,master,True,True,False,1,3,False,35,66,Belgian,Football,False
x3721a,26,female,True,phd,True,False,True,3,3,False,36,63,Dutch,Tennis,True
x6351g,28,female,False,bachelor,False,False,False,1,3,False,24,53,Dutch,Rugby,False
x7248f,25,female,False,phd,False,True,False,1,3,True,31,72,Dutch,Tennis,False
x2945f,27,male,False,bachelor,True,False,False,2,3,False,27,65,Dutch,Running,True
x4205f,26,male,False,master,False,True,False,1,3,True,26,73,Dutch,Tennis,False
x9795d,27,female,False,master,False,True,False,1,3,True,35,70,German,Swimming,False
x4193e,26,male,True,phd,False,True,False,1,3,True,29,70,Dutch,Rugby,False
x8420a,28,female,False,bachelor,False,False,False,0,3,False,28,59,Dutch,Chess,False
x4953f,21,female,False,bachelor,False,True,True,1,3,False,29,62,Dutch,Tennis,False
x7239c,26,female,True,master,True,False,False,3,3,False,31,60,Dutch,Rugby,True
x5708c,27,male,False,bachelor,False,False,False,2,3,False,31,55,Dutch,Football,True
x5942g,28,male,False,bachelor,False,False,False,1,3,False,33,59,Dutch,Golf,False
x9953c,28,male,False,master,False,False,False,2,3,False,24,54,German,Swimming,True
x7607a,25,male,False,bachelor,False,True,False,1,3,True,31,65,Dutch,Football,False
x2548d,28,female,False,master,False,True,False,1,3,True,35,69,Dutch,Swimming,False
x5699g,28,male,False,bachelor,False,True,False,1,3,True,28,60,Dutch,Swimming,False
x7581g,27,male,False,master,False,False,True,0,3,False,37,59,Dutch,Rugby,False
x4811g,22,female,False,bachelor,False,False,False,1,3,False,32,60,Dutch,Swimming,False
x9792d,27,female,True,master,False,True,False,2,3,True,37,67,Dutch,Football,True
x1437d,25,male,False,bachelor,False,True,False,1,3,True,35,65,German,Football,False
x9750c,27,male,True,master,True,False,False,3,3,False,37,63,Belgian,Football,True
x1612a,25,female,False,master,False,False,True,2,3,False,28,55,Belgian,Football,True
x9572d,23,female,False,bachelor,False,True,False,1,3,False,35,63,Belgian,Running,False
x9971a,27,female,False,master,False,True,False,0,3,False,35,67,Belgian,Swimming,False
x4816a,28,male,False,bachelor,False,False,False,1,3,False,22,51,Dutch,Rugby,False
x3469f,28,male,False,master,False,True,True,1,3,False,31,69,German,Rugby,False
x5522d,25,male,True,master,True,False,False,3,3,False,29,53,Dutch,Football,True
x3240d,26,male,False,bachelor,False,False,False,2,3,False,37,62,Dutch,Football,False
x9816a,22,female,False,bachelor,True,True,False,2,3,True,35,70,Dutch,Running,False
x7054d,26,male,True,bachelor,True,False,False,3,3,False,30,58,Dutch,Football,False
x8217f,30,male,False,bachelor,False,False,False,2,3,False,38,59,Dutch,Rugby,True
x9731b,29,male,True,bachelor,False,False,False,1,3,False,25,49,Dutch,Rugby,False
x8114e,27,male,False,bachelor,True,False,False,2,3,False,39,52,Dutch,Rugby,True
x7882c,27,male,False,master,False,True,False,1,3,False,34,64,Dutch,Golf,False
x5209g,29,female,False,bachelor,False,False,False,0,3,False,19,57,Dutch,Football,False
x2981g,28,male,False,bachelor,False,True,False,1,3,False,33,60,German,Football,False
x1807g,28,female,False,master,False,False,False,1,3,False,31,60,German,Football,False
x5115e,32,male,False,master,False,False,True,1,3,False,36,61,Dutch,Golf,False
x8674c,21,female,False,bachelor,False,False,False,1,3,False,31,56,German,Tennis,False
x2147d,28,male,False,bachelor,False,False,False,1,3,False,23,49,Dutch,Rugby,False
x1701e,26,male,False,bachelor,False,True,False,1,3,False,26,66,Dutch,Golf,False
x7994c,24,male,False,master,False,False,True,2,3,False,24,51,Dutch,Rugby,True
x8088a,27,female,False,master,False,True,False,1,3,True,30,70,Dutch,Golf,False
x6291b,25,female,False,bachelor,True,False,False,2,3,False,27,60,Dutch,Cricket,True
x3478e,26,female,False,bachelor,False,True,False,1,3,False,33,61,Belgian,Cricket,False
x2838e,24,male,False,master,False,False,True,2,3,False,37,58,German,Swimming,True
x7808e,21,male,False,bachelor,False,True,False,1,3,False,34,65,Dutch,Football,False
x6101c,26,female,False,master,False,True,True,0,3,False,25,62,Dutch,Swimming,False
x5706d,29,male,False,bachelor,True,False,False,2,3,False,32,61,Dutch,Tennis,True
x1581e,23,female,False,master,False,True,False,1,3,False,39,68,Dutch,Chess,False
x1482f,27,female,False,phd,False,True,True,2,3,True,35,77,Belgian,Swimming,False
x9644g,28,female,False,bachelor,False,False,False,1,3,False,26,54,Dutch,Golf,False
x2301c,26,male,False,master,False,True,True,0,3,True,33,66,German,Rugby,False
x1916g,31,male,False,bachelor,False,False,True,1,3,False,26,60,Dutch,Golf,False
x8040c,25,male,True,master,False,False,False,3,3,False,36,67,Dutch,Football,True
x9575g,25,female,False,master,False,True,False,1,3,True,33,68,Dutch,Running,False
x4900b,27,male,True,master,True,False,False,2,3,False,29,54,Dutch,Rugby,True
x9549b,24,female,False,bachelor,False,True,False,1,3,True,26,61,Dutch,Swimming,False
x4183a,31,female,False,master,False,True,False,1,3,True,30,66,Dutch,Golf,False
x8600d,24,male,False,bachelor,False,False,False,2,3,False,31,56,Dutch,Rugby,False
x8026c,30,male,True,master,False,True,False,2,3,False,30,65,Dutch,Rugby,True
x2066f,25,male,True,bachelor,True,False,False,2,3,False,38,59,Dutch,Running,False
x5742g,25,female,False,bachelor,False,False,False,0,3,False,28,60,Dutch,Chess,False
x5824c,28,male,False,master,True,False,True,2,3,False,29,57,Dutch,Rugby,True
x3265a,31,male,False,bachelor,False,False,False,0,3,False,32,55,Dutch,Rugby,False
x8293d,31,female,False,phd,False,True,True,1,3,True,27,69,Dutch,Swimming,False
x4240b,28,female,False,master,False,False,True,1,3,False,16,50,Belgian,Tennis,False
x3449a,23,female,False,master,True,True,False,2,3,True,28,72,Dutch,Swimming,False
x4478a,21,female,False,master,False,False,False,1,3,True,39,66,Dutch,Chess,False
x7006a,25,female,False,bachelor,False,True,False,2,3,False,29,65,Dutch,Cricket,False
x7366g,29,male,False,phd,False,True,False,0,3,False,45,65,German,Cricket,False
x7335b,21,female,True,master,False,True,False,2,3,True,34,75,Dutch,Cricket,True
x5630d,25,male,False,master,True,False,False,3,3,False,27,53,Dutch,Football,True
x3995e,28,other,False,bachelor,True,False,False,2,3,False,36,57,Dutch,Tennis,True
x5704c,26,female,False,bachelor,False,False,False,0,3,True,40,60,Dutch,Swimming,False
x1002f,29,male,True,master,True,False,False,3,3,False,43,66,Dutch,Swimming,True
x4460f,28,female,False,bachelor,False,True,False,1,3,True,41,71,Dutch,Running,False
x7012e,27,male,True,phd,False,False,True,2,3,False,36,62,Dutch,Tennis,True
x1591b,27,male,False,master,False,True,False,1,3,True,34,64,Dutch,Swimming,False
x9299f,28,female,False,bachelor,False,True,False,1,3,False,35,63,Dutch,Chess,False
x7860b,27,male,True,master,True,False,False,3,3,False,25,56,Belgian,Football,True
x5584f,27,female,False,master,False,True,True,1,3,True,33,76,Dutch,Chess,False
x2962b,27,male,True,master,True,False,True,3,3,False,29,60,Dutch,Swimming,True
x8615a,27,female,False,master,False,False,True,0,3,False,27,56,Dutch,Rugby,False
x6306d,22,female,False,bachelor,False,False,False,1,3,True,26,58,Dutch,Football,False
x6969a,27,male,False,master,False,False,True,1,3,False,32,59,German,Golf,False
x1250d,21,male,True,phd,False,True,False,2,3,True,42,76,Belgian,Football,True
x2055a,26,male,False,master,False,False,False,2,3,False,31,62,Dutch,Rugby,True
x5285e,25,female,False,master,False,True,False,0,3,False,40,67,Dutch,Chess,False
x8164f,28,male,False,bachelor,False,True,False,1,3,False,24,60,Dutch,Rugby,True
x1609f,25,female,False,bachelor,False,True,False,1,3,True,33,69,Dutch,Swimming,False
x6928d,26,female,False,bachelor,False,True,False,2,3,True,29,67,Dutch,Tennis,False
x7114c,25,male,False,master,False,False,False,2,3,False,16,52,Dutch,Rugby,True
x2551e,26,female,False,master,False,True,False,0,3,True,34,70,Belgian,Swimming,False
x4984g,32,male,False,bachelor,False,False,False,0,3,False,27,56,Dutch,Cricket,False
x5477a,21,female,True,master,False,True,False,2,3,True,45,75,Dutch,Swimming,True
x2465a,27,male,False,phd,False,True,True,0,3,True,36,67,Dutch,Rugby,False
x3017a,31,female,False,master,False,False,True,0,3,False,22,55,Dutch,Golf,False
x6369e,24,female,False,master,False,True,False,0,3,True,44,71,Dutch,Swimming,False
x7352b,32,male,False,phd,False,True,False,0,3,True,38,64,German,Football,False
x9960d,25,male,True,master,False,False,False,2,3,True,35,65,Dutch,Football,False
x2070e,31,female,False,master,False,False,True,1,3,False,29,62,Dutch,Swimming,False
x3484d,31,male,False,master,False,False,True,1,3,False,25,61,Dutch,Rugby,False
x9879c,27,female,False,bachelor,False,False,False,1,3,False,28,61,Dutch,Football,False
x3843d,26,male,False,bachelor,False,False,False,0,3,False,32,55,Dutch,Golf,False
x7643g,24,male,True,master,True,False,True,3,3,False,36,54,German,Rugby,True
x3949a,23,female,False,master,False,True,False,1,3,True,41,68,Dutch,Running,False
x4144g,29,female,True,master,True,False,False,3,3,False,27,59,Dutch,Tennis,True
x3968c,26,female,False,phd,False,True,True,1,3,True,31,74,Dutch,Chess,True
x9234g,27,male,False,bachelor,False,False,False,0,3,False,28,56,Dutch,Chess,False
x8508e,23,female,False,master,False,True,False,1,3,True,28,75,Dutch,Running,False
x9480d,23,other,True,master,False,True,False,2,3,True,37,72,German,Tennis,False
x7889a,21,female,False,bachelor,False,False,False,1,3,False,28,59,Belgian,Cricket,False
x3503e,30,male,True,master,False,False,False,2,3,False,29,63,Dutch,Rugby,True
x1205e,29,male,True,bachelor,False,False,False,2,3,False,23,62,Dutch,Rugby,True
x5695c,26,male,False,master,False,False,False,1,3,False,32,59,Dutch,Football,False
x5139a,22,female,False,master,False,True,True,1,3,True,32,71,Belgian,Swimming,False
x2149c,22,male,False,bachelor,False,True,False,1,3,False,26,64,Dutch,Football,False
x8207g,30,male,True,master,True,False,True,2,3,False,18,66,Dutch,Football,True
x7746g,27,male,True,bachelor,False,False,False,2,3,False,30,61,Belgian,Rugby,True
x3381a,26,male,False,master,True,False,True,2,3,False,35,53,Dutch,Rugby,True
x1061b,25,male,True,bachelor,False,False,False,2,3,False,32,49,Dutch,Football,False
x9958a,24,female,False,master,False,True,False,0,3,False,29,63,Dutch,Running,False
x9537e,27,male,False,bachelor,False,False,True,1,3,False,25,57,Dutch,Rugby,False
x5080g,27,male,False,bachelor,False,True,False,1,3,False,34,64,Dutch,Swimming,False
x8686a,27,male,False,bachelor,False,False,False,2,3,False,22,54,Dutch,Football,True
x9376g,25,male,False,bachelor,True,False,False,2,3,False,30,58,Dutch,Rugby,True
x6917f,27,female,False,master,False,True,True,1,3,False,36,65,Dutch,Chess,False
x6936d,26,other,False,master,False,True,True,1,3,True,42,73,Dutch,Swimming,False
x7613c,28,male,False,master,False,False,True,0,3,False,30,63,Dutch,Cricket,False
x6326b,26,female,False,bachelor,False,True,False,1,3,False,27,57,Dutch,Running,False
x4225c,25,female,False,master,False,True,False,1,3,True,29,68,Dutch,Swimming,False
x6273f,21,male,False,master,False,True,True,1,3,True,29,68,Dutch,Running,False
x3915e,25,male,True,master,True,False,False,3,3,False,25,54,Dutch,Rugby,True
x9980d,24,female,False,master,False,True,False,1,3,False,33,64,Dutch,Running,False
x5893a,24,male,False,master,False,True,True,2,3,True,39,70,Dutch,Swimming,True
x6262d,27,male,False,phd,False,True,False,1,3,True,31,72,Dutch,Golf,False
x7387f,29,male,False,master,False,True,True,1,3,False,41,69,Belgian,Rugby,False
x6448d,30,male,False,bachelor,True,False,False,2,3,False,28,59,Dutch,Football,False
x5608d,22,female,False,bachelor,False,True,False,0,3,True,31,63,Dutch,Running,False
x7848b,26,male,False,phd,False,False,True,1,3,True,30,69,Dutch,Rugby,False
x3391d,25,male,True,master,True,False,False,3,3,False,16,58,Dutch,Rugby,True
x1295g,29,female,False,bachelor,False,False,False,1,3,True,35,62,Belgian,Golf,False
x5639f,31,female,False,master,False,False,True,0,3,False,32,57,German,Rugby,False
x6316d,21,male,False,bachelor,False,True,False,1,3,True,32,67,Dutch,Swimming,True
x3395c,28,female,False,master,False,True,False,1,3,False,33,66,Dutch,Swimming,False
x5078b,29,male,False,master,False,True,True,0,3,True,35,66,Dutch,Cricket,False
x7145c,25,male,True,bachelor,True,False,False,2,3,False,20,56,Dutch,Rugby,True
x4265e,27,female,False,bachelor,False,False,False,3,3,False,25,56,Dutch,Football,False
x3589b,26,male,False,bachelor,False,True,False,2,3,True,36,66,Dutch,Football,False
x5479g,31,female,False,bachelor,False,False,True,1,3,False,23,60,Belgian,Golf,False
x4548g,26,male,True,master,True,True,False,2,3,True,37,73,Dutch,Swimming,True
x4812a,25,female,False,bachelor,False,True,False,1,3,False,24,62,Dutch,Running,False
x4718g,25,female,False,master,False,True,False,1,3,True,37,71,Dutch,Tennis,False
x6215d,28,female,False,bachelor,False,True,False,1,3,True,29,60,Dutch,Running,False
x6191b,27,other,False,master,False,True,False,2,3,True,29,75,Dutch,Cricket,False
x9189g,27,male,False,master,False,False,True,2,3,False,32,54,Dutch,Football,True
x3397b,31,male,False,phd,False,False,True,0,3,False,24,57,German,Golf,False
x6681c,28,female,True,bachelor,False,True,False,2,3,False,28,65,Belgian,Football,True
x4346d,27,female,False,master,False,True,True,1,3,False,36,70,Dutch,Swimming,False
x1875f,24,female,False,master,False,True,False,1,3,True,37,64,Dutch,Football,False
x3807b,24,male,True,bachelor,True,False,False,2,3,False,21,53,Dutch,Football,True
x6542d,26,male,False,bachelor,False,False,False,1,3,False,28,56,Dutch,Running,False
x2315f,30,male,False,master,False,False,True,2,3,False,35,67,Dutch,Football,False
x6274d,27,female,False,bachelor,False,True,False,1,3,True,36,66,Dutch,Cricket,False
x9122d,24,female,False,bachelor,False,True,False,1,3,False,30,59,Dutch,Chess,False
x7563f,25,female,False,bachelor,False,False,False,1,3,False,28,61,Dutch,Running,False
x8524d,29,male,False,bachelor,False,False,False,1,3,False,25,59,Dutch,Cricket,False
x1282d,32,male,False,phd,True,False,True,2,3,False,29,59,Dutch,Rugby,False
x2282e,26,female,False,master,False,True,True,1,3,True,28,67,Dutch,Chess,False
x1291b,25,female,False,bachelor,False,True,False,1,3,True,18,66,Dutch,Swimming,False
x1780e,21,female,False,master,False,True,False,0,3,False,32,61,Dutch,Swimming,False
x5081e,28,male,False,bachelor,False,True,False,1,3,True,38,68,Dutch,Chess,False
x3720d,28,other,False,bachelor,False,True,False,1,3,False,19,63,Dutch,Golf,False
x6367a,32,male,False,bachelor,False,False,False,1,3,False,26,64,German,Rugby,False
x3449c,28,female,False,master,False,True,False,1,3,True,37,69,German,Running,False
x1452b,24,male,True,bachelor,True,False,False,3,3,False,40,60,Dutch,Football,False
x8742f,30,male,False,bachelor,False,False,False,2,3,False,25,51,Dutch,Football,False
x8142b,25,female,False,bachelor,False,False,False,0,3,False,25,58,Dutch,Chess,False
x5547b,31,male,False,phd,False,True,True,0,3,False,33,68,Dutch,Football,False
x3980d,22,male,False,bachelor,False,True,False,2,3,True,38,64,Dutch,Football,False
x8558e,28,male,False,bachelor,True,True,False,2,3,True,32,71,Dutch,Football,False
x6713e,31,male,False,master,False,False,True,1,3,False,24,57,Dutch,Golf,False
x1384b,28,male,True,master,False,False,True,2,3,False,27,59,Dutch,Rugby,True
x6298f,27,male,False,master,False,False,True,0,3,False,23,56,Belgian,Swimming,False
x5151d,26,female,False,master,False,False,False,2,3,False,26,51,Dutch,Rugby,True
x2398b,22,male,False,master,True,True,False,2,3,True,44,72,Dutch,Football,False
x1375f,26,female,False,bachelor,False,False,False,1,3,False,34,66,Dutch,Running,False
x7815g,27,female,True,bachelor,False,True,False,2,3,True,32,67,Belgian,Swimming,True
x7324b,28,female,True,master,True,False,False,3,3,False,30,64,German,Football,True
x2990g,28,male,False,bachelor,False,True,True,1,3,False,24,64,Dutch,Football,False
x7723e,32,female,False,master,False,True,False,1,3,False,46,64,German,Golf,False
